,,,,,,,
ALL DIVISIONS ,,,,,,,
Middle School Round 1 Max Score=200,,,Open and All Service Round 1 Max Score = 330,,,,
Middle School Round 2 Max Score = 300,,,Open and Al Service Round 2 Max Score = 330,,,,
Middle School Round 1 and 2 Max Score = 500,,,Open and All Service Round and Round 2  Max Score = 660,,,,
,,,,,,,
Team #,Division / Category,Location,Round 1 Score,Round 2  Network Security (Images),Round 2 Cisco Networking ,Cumulative Score,Tier
12-5926,Middle School,OH,66.00,110.00,0.00,176.00,Middle School
12-2295,Middle School,MD,63.00,113.00,0.00,176.00,Middle School
12-1015,Middle School,MD,48.00,128.00,0.00,176.00,Middle School
12-1052,Middle School,CA,82.00,93.00,0.00,175.00,Middle School
12-0148,Middle School,CA,174.00,0.00,0.00,174.00,Middle School
12-0925,Middle School,AL,93.00,81.00,0.00,174.00,Middle School
12-3919,Middle School,MD,0.00,174.00,0.00,174.00,Middle School
12-5208,Middle School,CA,108.00,65.00,0.00,173.00,Middle School
12-3597,Middle School,HI,173.00,0.00,0.00,173.00,Middle School
12-3446,Middle School,GA,73.00,100.00,0.00,173.00,Middle School
12-0926,Middle School,AL,70.00,103.00,0.00,173.00,Middle School
12-5442,Middle School,LA,172.00,0.00,0.00,172.00,Middle School
12-5238,Middle School,TX,86.00,86.00,0.00,172.00,Middle School
12-0315,Middle School,MI,109.00,62.00,0.00,171.00,Middle School
12-1994,Middle School,CA,80.00,91.00,0.00,171.00,Middle School
12-5342,Middle School,TX,78.00,92.00,0.00,170.00,Middle School
12-0630,Middle School,HI,86.00,84.00,0.00,170.00,Middle School
12-6113,Middle School,AZ,78.00,89.00,0.00,167.00,Middle School
12-6507,Middle School,CA,103.00,63.00,0.00,166.00,Middle School
12-1626,Middle School,TX,97.00,69.00,0.00,166.00,Middle School
12-7109,Middle School,NM,77.00,88.00,0.00,165.00,Middle School
12-7105,Middle School,NM,72.00,93.00,0.00,165.00,Middle School
12-6467,Middle School,CAN,108.00,56.00,0.00,164.00,Middle School
12-4106,Middle School,CA,92.00,72.00,0.00,164.00,Middle School
12-4258,Middle School,NJ,58.00,106.00,0.00,164.00,Middle School
12-4903,Middle School,TX,94.00,69.00,0.00,163.00,Middle School
12-6476,Middle School,RI,0.00,163.00,0.00,163.00,Middle School
12-2296,Middle School,MD,124.00,38.00,0.00,162.00,Middle School
12-6267,Middle School,MD,84.00,77.00,0.00,161.00,Middle School
12-6917,Middle School,LA,74.00,87.00,0.00,161.00,Middle School
12-4249,Middle School,CA,93.00,66.00,0.00,159.00,Middle School
12-6387,Middle School,TX,88.00,70.00,0.00,158.00,Middle School
12-0999,Middle School,CA,84.00,73.00,0.00,157.00,Middle School
12-0358,Middle School,IN,78.00,78.00,0.00,156.00,Middle School
12-0561,Middle School,MO,112.00,44.00,0.00,156.00,Middle School
12-5276,Middle School,CA,75.00,81.00,0.00,156.00,Middle School
12-0450,Middle School,GA,88.00,64.00,0.00,152.00,Middle School
12-5207,Middle School,CA,82.00,70.00,0.00,152.00,Middle School
12-5710,Middle School,HI,73.00,79.00,0.00,152.00,Middle School
12-5049,Middle School,AL,68.00,84.00,0.00,152.00,Middle School
12-3399,Middle School,AL,0.00,151.00,0.00,151.00,Middle School
12-4559,Middle School,KS,0.00,151.00,0.00,151.00,Middle School
12-3709,Middle School,MD,83.00,67.00,0.00,150.00,Middle School
12-0449,Middle School,GA,51.00,99.00,0.00,150.00,Middle School
12-6385,Middle School,TX,149.00,0.00,0.00,149.00,Middle School
12-0041,Middle School,NV,59.00,90.00,0.00,149.00,Middle School
12-5539,Middle School,IN,85.00,63.00,0.00,148.00,Middle School
12-0837,Middle School,WA,76.00,72.00,0.00,148.00,Middle School
12-2686,Middle School,HI,0.00,148.00,0.00,148.00,Middle School
12-7420,Middle School,CAN,110.00,37.00,0.00,147.00,Middle School
12-6706,Middle School,GA,68.00,79.00,0.00,147.00,Middle School
12-4260,Middle School,CA,87.00,60.00,0.00,147.00,Middle School
12-6505,Middle School,CA,63.00,83.00,0.00,146.00,Middle School
12-3101,Middle School,MD,0.00,145.00,0.00,145.00,Middle School
12-3911,Middle School,LA,144.00,0.00,0.00,144.00,Middle School
12-6000,Middle School,MO,82.00,62.00,0.00,144.00,Middle School
12-6420,Middle School,IL,80.00,64.00,0.00,144.00,Middle School
12-6481,Middle School,RI,0.00,144.00,0.00,144.00,Middle School
12-4221,Middle School,CA,93.00,50.00,0.00,143.00,Middle School
12-2165,Middle School,TX,69.00,74.00,0.00,143.00,Middle School
12-4756,Middle School,CA,92.00,50.00,0.00,142.00,Middle School
12-5643,Middle School,HI,62.00,80.00,0.00,142.00,Middle School
12-2291,Middle School,CAN,70.00,71.00,0.00,141.00,Middle School
12-0438,Middle School,MD,59.00,79.00,0.00,138.00,Middle School
12-6790,Middle School,IA,0.00,137.00,0.00,137.00,Middle School
12-4054,Middle School,KY,96.00,40.00,0.00,136.00,Middle School
12-3533,Middle School,CO,105.00,30.00,0.00,135.00,Middle School
12-4011,Middle School,VA,92.00,43.00,0.00,135.00,Middle School
12-3915,Middle School,KS,79.00,56.00,0.00,135.00,Middle School
12-3933,Middle School,NV,0.00,134.00,0.00,134.00,Middle School
12-4609,Middle School,TX,61.00,71.00,0.00,132.00,Middle School
12-1997,Middle School,LA,43.00,87.00,0.00,130.00,Middle School
12-4588,Middle School,CA,106.00,23.00,0.00,129.00,Middle School
12-3910,Middle School,LA,129.00,0.00,0.00,129.00,Middle School
12-1020,Middle School,VA,83.00,46.00,0.00,129.00,Middle School
12-7102,Middle School,VA,73.00,55.00,0.00,128.00,Middle School
12-4211,Middle School,IN,0.00,128.00,0.00,128.00,Middle School
12-7263,Middle School,CA,64.00,63.00,0.00,127.00,Middle School
12-4387,Middle School,VA,65.00,62.00,0.00,127.00,Middle School
12-3869,Middle School,AR,50.00,75.00,0.00,125.00,Middle School
12-3086,Middle School,HI,122.00,0.00,0.00,122.00,Middle School
12-0363,Middle School,CA,31.00,89.00,0.00,120.00,Middle School
12-0189,Middle School,NC,118.00,0.00,0.00,118.00,Middle School
12-1051,Middle School,CA,62.00,56.00,0.00,118.00,Middle School
12-5138,Middle School,CO,48.00,70.00,0.00,118.00,Middle School
12-5480,Middle School,AZ,51.00,66.00,0.00,117.00,Middle School
12-6818,Middle School,KY,78.00,37.00,0.00,115.00,Middle School
12-1685,Middle School,NC,53.00,62.00,0.00,115.00,Middle School
12-1229,Middle School,CO,75.00,38.00,0.00,113.00,Middle School
12-2687,Middle School,HI,111.00,0.00,0.00,111.00,Middle School
12-2912,Middle School,CO,69.00,42.00,0.00,111.00,Middle School
12-2259,Middle School,MD,61.00,50.00,0.00,111.00,Middle School
12-1595,Middle School,CA,110.00,0.00,0.00,110.00,Middle School
12-2581,Middle School,CA,96.00,13.00,0.00,109.00,Middle School
12-5213,Middle School,GA,107.00,0.00,0.00,107.00,Middle School
12-4375,Middle School,CA,45.00,62.00,0.00,107.00,Middle School
12-5094,Middle School,CA,32.00,75.00,0.00,107.00,Middle School
12-6625,Middle School,FL,0.00,106.00,0.00,106.00,Middle School
12-3981,Middle School,KY,104.00,0.00,0.00,104.00,Middle School
12-6466,Middle School,CAN,78.00,26.00,0.00,104.00,Middle School
12-4853,Middle School,GA,0.00,103.00,0.00,103.00,Middle School
12-5210,Middle School,CA,0.00,103.00,0.00,103.00,Middle School
12-5778,Middle School,TX,68.00,33.00,0.00,101.00,Middle School
12-3534,Middle School,CO,61.00,38.00,0.00,99.00,Middle School
12-3907,Middle School,LA,45.00,54.00,0.00,99.00,Middle School
12-5139,Middle School,CO,18.00,80.00,0.00,98.00,Middle School
12-5427,Middle School,TX,70.00,28.00,0.00,98.00,Middle School
12-3710,Middle School,LA,56.00,42.00,0.00,98.00,Middle School
12-3471,Middle School,TX,54.00,44.00,0.00,98.00,Middle School
12-1632,Middle School,CA,37.00,61.00,0.00,98.00,Middle School
12-6355,Middle School,TX,59.00,37.00,0.00,96.00,Middle School
12-4388,Middle School,VA,0.00,96.00,0.00,96.00,Middle School
12-6022,Middle School,CA,95.00,0.00,0.00,95.00,Middle School
12-4924,Middle School,CA,45.00,50.00,0.00,95.00,Middle School
12-4849,Middle School,GA,0.00,95.00,0.00,95.00,Middle School
12-5454,Middle School,CO,0.00,95.00,0.00,95.00,Middle School
12-4806,Middle School,CAN,49.00,40.00,0.00,89.00,Middle School
12-5215,Middle School,CA,0.00,89.00,0.00,89.00,Middle School
12-3128,Middle School,CA,35.00,52.00,0.00,87.00,Middle School
12-6257,Middle School,MD,51.00,35.00,0.00,86.00,Middle School
12-4766,Middle School,CA,50.00,36.00,0.00,86.00,Middle School
12-0064,Middle School,CO,85.00,0.00,0.00,85.00,Middle School
12-4491,Middle School,SC,0.00,85.00,0.00,85.00,Middle School
12-0392,Middle School,AZ,52.00,32.00,0.00,84.00,Middle School
12-2996,Middle School,GA,80.00,2.00,0.00,82.00,Middle School
12-5242,Middle School,AR,0.00,82.00,0.00,82.00,Middle School
12-5648,Middle School,AR,33.00,48.00,0.00,81.00,Middle School
12-6921,Middle School,LA,33.00,47.00,0.00,80.00,Middle School
12-1998,Middle School,CO,52.00,28.00,0.00,80.00,Middle School
12-4805,Middle School,CAN,40.00,40.00,0.00,80.00,Middle School
12-3470,Middle School,TX,54.00,25.00,0.00,79.00,Middle School
12-4161,Middle School,AL,23.00,55.00,0.00,78.00,Middle School
12-6215,Middle School,CAN,0.00,78.00,0.00,78.00,Middle School
12-3423,Middle School,TX,77.00,0.00,0.00,77.00,Middle School
12-6715,Middle School,TX,77.00,0.00,0.00,77.00,Middle School
12-2965,Middle School,KS,0.00,77.00,0.00,77.00,Middle School
12-6904,Middle School,CAN,0.00,77.00,0.00,77.00,Middle School
12-3636,Middle School,VA,0.00,76.00,0.00,76.00,Middle School
12-6473,Middle School,CAN,50.00,26.00,0.00,76.00,Middle School
12-7011,Middle School,CAN,44.00,31.00,0.00,75.00,Middle School
12-4399,Middle School,TX,49.00,25.00,0.00,74.00,Middle School
12-6624,Middle School,FL,0.00,73.00,0.00,73.00,Middle School
12-2973,Middle School,MN,71.00,0.00,0.00,71.00,Middle School
12-3421,Middle School,TX,0.00,68.00,0.00,68.00,Middle School
12-6626,Middle School,FL,0.00,68.00,0.00,68.00,Middle School
12-6845,Middle School,NY,67.00,0.00,0.00,67.00,Middle School
12-6313,Middle School,CA,63.00,4.00,0.00,67.00,Middle School
12-2567,Middle School,VA,21.00,46.00,0.00,67.00,Middle School
12-3964,Middle School,AL,0.00,67.00,0.00,67.00,Middle School
12-6262,Middle School,CAN,0.00,66.00,0.00,66.00,Middle School
12-5947,Middle School,AL,0.00,64.00,0.00,64.00,Middle School
12-7031,Middle School,MI,0.00,64.00,0.00,64.00,Middle School
12-5102,Middle School,TX,0.00,63.00,0.00,63.00,Middle School
12-0360,Middle School,CA,61.00,0.00,0.00,61.00,Middle School
12-1035,Middle School,AR,10.00,50.00,0.00,60.00,Middle School
12-1154,Middle School,FL,58.00,0.00,0.00,58.00,Middle School
12-7295,Middle School,VA,0.00,56.00,0.00,56.00,Middle School
12-2293,Middle School,CAN,30.00,26.00,0.00,56.00,Middle School
12-3469,Middle School,TX,8.00,47.00,0.00,55.00,Middle School
12-4212,Middle School,IN,0.00,54.00,0.00,54.00,Middle School
12-6357,Middle School,TX,30.00,24.00,0.00,54.00,Middle School
12-6263,Middle School,CAN,0.00,52.00,0.00,52.00,Middle School
12-0063,Middle School,CO,51.00,0.00,0.00,51.00,Middle School
12-4808,Middle School,CAN,0.00,51.00,0.00,51.00,Middle School
12-6247,Middle School,TN,0.00,51.00,0.00,51.00,Middle School
12-4713,Middle School,TX,28.00,21.00,0.00,49.00,Middle School
12-2297,Middle School,MD,48.00,0.00,0.00,48.00,Middle School
12-6919,Middle School,LA,16.00,29.00,0.00,45.00,Middle School
12-6117,Middle School,WA,0.00,44.00,0.00,44.00,Middle School
12-6119,Middle School,AL,8.00,36.00,0.00,44.00,Middle School
12-4247,Middle School,CA,8.00,35.00,0.00,43.00,Middle School
12-6741,Middle School,CA,0.00,42.00,0.00,42.00,Middle School
12-3530,Middle School,AL,0.00,41.00,0.00,41.00,Middle School
12-6902,Middle School,CAN,0.00,41.00,0.00,41.00,Middle School
12-5530,Middle School,TX,25.00,15.00,0.00,40.00,Middle School
12-6742,Middle School,CA,40.00,0.00,0.00,40.00,Middle School
12-0885,Middle School,OR,40.00,0.00,0.00,40.00,Middle School
12-3532,Middle School,CO,36.00,3.00,0.00,39.00,Middle School
12-6637,Middle School,FL,0.00,39.00,0.00,39.00,Middle School
12-4827,Middle School,TX,38.00,0.00,0.00,38.00,Middle School
12-2633,Middle School,NC,0.00,38.00,0.00,38.00,Middle School
12-7445,Middle School,CAN,16.00,21.00,0.00,37.00,Middle School
12-6192,Middle School,GA,0.00,34.00,0.00,34.00,Middle School
12-4807,Middle School,CAN,25.00,8.00,0.00,33.00,Middle School
12-4397,Middle School,TX,24.00,8.00,0.00,32.00,Middle School
12-1160,Middle School,CA,0.00,32.00,0.00,32.00,Middle School
12-6740,Middle School,CA,31.00,0.00,0.00,31.00,Middle School
12-6166,Middle School,NY,0.00,30.00,0.00,30.00,Middle School
12-3592,Middle School,CA,0.00,28.00,0.00,28.00,Middle School
12-5477,Middle School,CA,26.00,0.00,0.00,26.00,Middle School
12-4851,Middle School,GA,0.00,26.00,0.00,26.00,Middle School
12-4398,Middle School,TX,20.00,4.00,0.00,24.00,Middle School
12-7318,Middle School,MA,0.00,21.00,0.00,21.00,Middle School
12-3565,Middle School,TX,20.00,0.00,0.00,20.00,Middle School
12-2514,Middle School,NV,0.00,20.00,0.00,20.00,Middle School
12-4769,Middle School,AR,0.00,20.00,0.00,20.00,Middle School
12-6627,Middle School,FL,0.00,20.00,0.00,20.00,Middle School
12-1633,Middle School,CA,0.00,19.00,0.00,19.00,Middle School
12-4252,Middle School,CAN,18.00,0.00,0.00,18.00,Middle School
12-4856,Middle School,GA,0.00,17.00,0.00,17.00,Middle School
12-3355,Middle School,FL,0.00,16.00,0.00,16.00,Middle School
12-6274,Middle School,ND,0.00,16.00,0.00,16.00,Middle School
12-7447,Middle School,GA,0.00,15.00,0.00,15.00,Middle School
12-7355,Middle School,IL,0.00,14.00,0.00,14.00,Middle School
12-4251,Middle School,CAN,13.00,0.00,0.00,13.00,Middle School
12-6275,Middle School,ND,0.00,13.00,0.00,13.00,Middle School
12-6752,Middle School,NC,0.00,9.00,0.00,9.00,Middle School
12-5503,Middle School,FL,0.00,8.00,0.00,8.00,Middle School
12-4850,Middle School,GA,0.00,6.00,0.00,6.00,Middle School
12-3708,Middle School,AR,0.00,4.00,0.00,4.00,Middle School
12-7356,Middle School,IL,0.00,2.00,0.00,2.00,Middle School
12-7430,Middle School,CAN,0.00,2.00,0.00,2.00,Middle School
12-7429,Middle School,CAN,0.00,0.00,0.00,0.00,Middle School
12-6716,Middle School,TX,0.00,0.00,0.00,0.00,Middle School
12-5626,Middle School,MD,0.00,0.00,0.00,0.00,Middle School
12-5633,Middle School,MD,0.00,0.00,0.00,0.00,Middle School
12-6243,Middle School,CAN,0.00,-5.00,0.00,-5.00,Middle School
12-3383,Naval Sea Cadet Corps,CA,328.60,270.00,20.60,619.20,Platinum
12-3015,Naval Sea Cadet Corps,FL,308.20,223.00,23.00,554.20,Platinum
12-4931,Naval Sea Cadet Corps,CA,260.73,216.00,25.40,502.13,Platinum
12-5482,Naval Sea Cadet Corps,CA,263.27,216.00,21.80,501.07,Platinum
12-0721,Naval Sea Cadet Corps,CA,253.20,195.00,16.60,464.80,Gold
12-3384,Naval Sea Cadet Corps,CA,223.80,222.00,7.60,453.40,Gold
12-1674,Naval Sea Cadet Corps,CA,212.00,173.00,7.00,392.00,Gold
12-4932,Naval Sea Cadet Corps,CA,200.13,137.00,25.00,362.13,Gold
12-3094,Naval Sea Cadet Corps,CA,133.00,136.00,5.40,274.40,Silver
12-7397,Naval Sea Cadet Corps,IN,142.00,128.00,1.00,271.00,Silver
12-3219,Naval Sea Cadet Corps,VA,0.00,107.00,0.00,107.00,Silver
12-2463,Navy JROTC,CA,326.87,295.00,28.40,650.27,Platinum
12-2474,Navy JROTC,CA,328.40,296.00,25.80,650.20,Platinum
12-2470,Navy JROTC,CA,321.40,296.00,27.20,644.60,Platinum
12-2473,Navy JROTC,CA,317.20,295.00,27.40,639.60,Platinum
12-2464,Navy JROTC,CA,324.73,286.00,22.80,633.53,Platinum
12-1473,Navy JROTC,MD,319.00,284.00,21.40,624.40,Platinum
12-5078,Navy JROTC,CA,327.07,272.00,25.00,624.07,Platinum
12-2468,Navy JROTC,CA,316.33,282.00,23.40,621.73,Platinum
12-2749,Navy JROTC,LA,297.73,291.00,26.00,614.73,Platinum
12-1822,Navy JROTC,CA,309.07,278.00,25.60,612.67,Platinum
12-2477,Navy JROTC,CA,302.13,265.00,22.60,589.73,Platinum
12-2467,Navy JROTC,CA,306.80,260.00,19.20,586.00,Platinum
12-2475,Navy JROTC,CA,297.73,280.00,5.40,583.13,Platinum
12-1508,Navy JROTC,TX,295.87,266.00,14.00,575.87,Platinum
12-2542,Navy JROTC,TX,315.00,232.00,25.60,572.60,Platinum
12-6960,Navy JROTC,CA,289.00,276.00,5.00,570.00,Platinum
12-3606,Navy JROTC,CA,287.60,256.00,18.80,562.40,Platinum
12-6875,Navy JROTC,VA,290.00,255.00,14.00,559.00,Platinum
12-2733,Navy JROTC,AL,302.87,234.00,20.20,557.07,Platinum
12-2476,Navy JROTC,CA,283.80,249.00,7.00,539.80,Platinum
12-3523,Navy JROTC,CO,278.00,242.00,17.60,537.60,Platinum
12-4385,Navy JROTC,FL,273.93,253.00,8.20,535.13,Platinum
12-0766,Navy JROTC,CA,274.47,234.00,19.60,528.07,Platinum
12-2465,Navy JROTC,CA,284.73,214.00,21.40,520.13,Platinum
12-3726,Navy JROTC,TX,295.20,213.00,5.00,513.20,Platinum
12-3378,Navy JROTC,CA,280.67,207.00,21.80,509.47,Platinum
12-4506,Navy JROTC,SC,275.13,209.00,21.60,505.73,Platinum
12-4507,Navy JROTC,SC,275.87,212.00,17.20,505.07,Platinum
12-1825,Navy JROTC,CA,290.60,210.00,0.60,501.20,Platinum
12-5850,Navy JROTC,HI,277.20,211.00,3.00,491.20,Platinum
12-7498,Navy JROTC,CA,251.67,224.00,15.00,490.67,Platinum
12-4795,Navy JROTC,AL,256.00,232.00,0.00,488.00,Platinum
12-0983,Navy JROTC,NY,254.00,233.00,0.00,487.00,Platinum
12-5792,Navy JROTC,SC,268.07,193.00,22.00,483.07,Platinum
12-2668,Navy JROTC,NV,249.60,224.00,8.20,481.80,Platinum
12-4921,Navy JROTC,TX,258.40,205.00,16.60,480.00,Platinum
12-2471,Navy JROTC,CA,252.73,219.00,3.00,474.73,Platinum
12-0621,Navy JROTC,TX,267.33,203.00,4.00,474.33,Platinum
12-2538,Navy JROTC,VA,245.07,206.00,20.20,471.27,Platinum
12-0984,Navy JROTC,NY,255.00,216.00,0.00,471.00,Platinum
12-5526,Navy JROTC,SC,256.00,206.00,8.80,470.80,Platinum
12-2061,Navy JROTC,WA,245.87,208.00,15.40,469.27,Platinum
12-2472,Navy JROTC,CA,223.00,225.00,18.20,466.20,Platinum
12-1324,Navy JROTC,VA,257.13,198.00,10.00,465.13,Platinum
12-0637,Navy JROTC,WA,243.67,202.00,16.60,462.27,Platinum
12-5183,Navy JROTC,GA,237.53,204.00,19.20,460.73,Platinum
12-3681,Navy JROTC,IL,260.27,179.00,19.20,458.47,Platinum
12-1975,Navy JROTC,NJ,248.00,198.00,10.40,456.40,Platinum
12-0341,Navy JROTC,CA,236.73,202.00,15.80,454.53,Platinum
12-0334,Navy JROTC,CA,228.00,217.00,7.00,452.00,Platinum
12-0532,Navy JROTC,CA,239.00,208.00,0.00,447.00,Platinum
12-2466,Navy JROTC,CA,291.60,151.00,4.00,446.60,Platinum
12-3467,Navy JROTC,CA,244.67,200.00,1.00,445.67,Platinum
12-2543,Navy JROTC,TX,247.67,176.00,20.00,443.67,Platinum
12-4089,Navy JROTC,VA,238.67,187.00,17.40,443.07,Platinum
12-1731,Navy JROTC,CA,221.67,213.00,5.00,439.67,Platinum
12-1827,Navy JROTC,CA,250.47,181.00,8.00,439.47,Platinum
12-1326,Navy JROTC,VA,234.93,186.00,17.80,438.73,Platinum
12-4202,Navy JROTC,PA,224.60,200.00,13.60,438.20,Platinum
12-1475,Navy JROTC,MD,227.33,204.00,5.00,436.33,Platinum
12-1853,Navy JROTC,HI,221.33,214.00,0.00,435.33,Platinum
12-4553,Navy JROTC,WA,255.33,178.00,1.00,434.33,Platinum
12-1474,Navy JROTC,MD,224.87,192.00,17.20,434.07,Platinum
12-3520,Navy JROTC,TX,247.00,174.00,8.60,429.60,Platinum
12-1824,Navy JROTC,CA,170.33,245.00,12.20,427.53,Platinum
12-7508,Navy JROTC,CA,224.47,183.00,17.20,424.67,Platinum
12-5007,Navy JROTC,TX,228.67,179.00,8.60,416.27,Platinum
12-6628,Navy JROTC,CT,213.67,197.00,5.00,415.67,Platinum
