OPEN and ALL Service Divisions,,,,,,,
MAXIMUM SCORE = 400,,,,,,,
Raw Cisco Quiz of 30 = 30 ,,,,,Total Cisco Score = 100,,
Packet Tracer Score =70 Weighted,,,,,Total CCS Image Score = 300,,
Team #,Division / Category,Location,Tier,Round Network Security (Images),Round Cisco Networking ,Cumulative,Advancement
12-2220,Open,CA,Silver,55,22.5,77.5,Does Not Advance
12-2221,Open,CA,Gold,100,31.64,131.64,Does Not Advance
12-2223,Open,CA,Silver,72,14.25,86.25,Does Not Advance
12-2225,Open,CAN,Gold,22,10.5,32.5,Does Not Advance
12-2226,Open,CAN,Silver,78,69.41,147.41,Advances to Semifinals
12-2227,Open,CAN,Silver,75,52.84,127.84,Advances to Semifinals
12-2230,Open,MO,Platinum,134,74.22,208.22,Does Not Advance
12-2233,Navy JROTC,FL,Gold,45,0,45,Does Not Advance
12-2237,Open,CAN,Gold,99,24,123,Does Not Advance
12-2238,Open,VA,Platinum,277,0,277,Advances to Semifinals
12-2239,Open,VA,Platinum,118,58.07,176.07,Does Not Advance
12-2240,Open,VA,Platinum,155,73.55,228.55,Does Not Advance
12-2241,Open,VA,Gold,126,8,134,Does Not Advance
12-2249,Open,CAN,Silver,23,11.25,34.25,Does Not Advance
12-2250,Open,CAN,Silver,29,9.75,38.75,Does Not Advance
12-2253,Open,MD,Gold,140,70.18,210.18,Advances to Semifinals
12-2257,Open,CAN,Gold,61,18.5,79.5,Does Not Advance
12-2260,Open,VA,Silver,78,90.76,168.76,Advances to Semifinals
12-2267,Open,NV,Gold,60,51.11,111.11,Does Not Advance
12-2269,Open,CA,Platinum,148,57.09,205.09,Does Not Advance
12-2270,Open,CA,Gold,80,11,91,Does Not Advance
12-2271,Open,CA,Platinum,167,73.18,240.18,Does Not Advance
12-2272,Open,CA,Gold,130,68.84,198.84,Advances to Semifinals
12-2274,Open,NJ,Platinum,142,65.47,207.47,Does Not Advance
12-2276,Open,NJ,Gold,104,57.92,161.92,Does Not Advance
12-2277,Open,NJ,Gold,134,22,156,Does Not Advance
12-2278,Open,NJ,Platinum,164,87.71,251.71,Does Not Advance
12-2280,Open,OK,Platinum,212,48.26,260.26,Advances to Semifinals
12-2281,Open,VA,Platinum,179,78.26,257.26,Advances to Semifinals
12-2284,Open,TX,Gold,134,15,149,Does Not Advance
12-2285,Civil Air Patrol,TN,Gold,45,10.5,55.5,Does Not Advance
12-2286,Open,MA,Silver,94,15.75,109.75,Does Not Advance
12-2292,Open,CAN,Silver,22,14.25,36.25,Does Not Advance
12-2299,Open,TX,Platinum,206,74.97,280.97,Advances to Semifinals
12-2300,Open,TX,Platinum,250,86.64,336.64,Advances to Semifinals
12-2301,Open,TX,Gold,139,50.36,189.36,Advances to Semifinals
12-2302,Open,OH,Gold,132,0,132,Does Not Advance
12-2303,Open,TX,Gold,127,57.09,184.09,Advances to Semifinals
12-2304,Open,VA,Platinum,201,70.18,271.18,Advances to Semifinals
12-2305,Open,VA,Platinum,170,85.67,255.67,Advances to Semifinals
12-2306,Open,VA,Silver,4,0,4,Does Not Advance
12-2307,Open,VA,Platinum,169,54.57,223.57,Does Not Advance
12-2308,Open,VA,Silver,34,44.58,78.58,Does Not Advance
12-2309,Open,CAN,Gold,143,48.03,191.03,Advances to Semifinals
12-2310,Open,CAN,Platinum,189,41.64,230.64,Does Not Advance
12-2311,Open,CAN,Gold,137,41.71,178.71,Does Not Advance
12-2312,Open,IL,Platinum,151,42.34,193.34,Does Not Advance
12-2313,Open,IL,Platinum,190,74.53,264.53,Advances to Semifinals
12-2318,Open,WI,Platinum,172,50.97,222.97,Does Not Advance
12-2319,Open,WI,Silver,88,18.75,106.75,Does Not Advance
12-2323,Open,NC,Gold,75,58.18,133.18,Does Not Advance
12-2324,Open,NC,Gold,139,47.36,186.36,Advances to Semifinals
12-2328,Open,MD,Gold,115,52.68,167.68,Does Not Advance
12-2329,Open,MD,Gold,95,57.39,152.39,Does Not Advance
12-2330,Open,MD,Platinum,165,68.17,233.17,Does Not Advance
12-2331,Open,MD,Platinum,241,78.26,319.26,Advances to Semifinals
12-2336,Open,CA,Platinum,138,67.5,205.5,Does Not Advance
12-2337,Open,IN,Platinum,180,75.88,255.88,Advances to Semifinals
12-2338,Open,IN,Platinum,128,48.64,176.64,Does Not Advance
12-2339,Open,IN,Platinum,202,88,290,Advances to Semifinals
12-2340,Open,IN,Platinum,171,60.09,231.09,Does Not Advance
12-2341,Open,IN,Platinum,173,55.07,228.07,Does Not Advance
12-2342,Open,IN,Platinum,211,67.5,278.5,Advances to Semifinals
12-2343,Open,IN,Platinum,170,49.32,219.32,Does Not Advance
12-2344,Open,IN,Gold,100,15.5,115.5,Does Not Advance
12-2353,Open,CA,Gold,73,27,100,Does Not Advance
12-2354,Open,CA,Gold,121,46.67,167.67,Does Not Advance
12-2355,Open,CA,Gold,125,16,141,Does Not Advance
12-2356,Open,SC,Gold,148,31.64,179.64,Does Not Advance
12-2357,Open,SC,Gold,76,57.46,133.46,Does Not Advance
12-2358,Open,CO,Gold,136,0,136,Does Not Advance
12-2359,Open,TX,Platinum,157,52.75,209.75,Does Not Advance
12-2361,Open,TX,Gold,99,48.64,147.64,Does Not Advance
12-2363,Open,TX,Gold,156,56.72,212.72,Advances to Semifinals
12-2364,Open,TX,Gold,42,0,42,Does Not Advance
12-2366,Open,VA,Gold,88,36.64,124.64,Does Not Advance
12-2370,Open,MD,Platinum,121,76.92,197.92,Does Not Advance
12-2371,Open,MD,Platinum,98,71.84,169.84,Does Not Advance
12-2372,Open,MD,Gold,69,53.53,122.53,Does Not Advance
12-2373,Open,MD,Gold,113,70.92,183.92,Advances to Semifinals
12-2374,Open,MD,Silver,60,87.7,147.7,Advances to Semifinals
12-2376,Civil Air Patrol,FL,Silver,34,0,34,Does Not Advance
12-2378,Open,TX,Gold,125,52.26,177.26,Does Not Advance
12-2379,Open,CA,Platinum,197,62.47,259.47,Advances to Semifinals
12-2381,Open,CA,Platinum,142,59.78,201.78,Does Not Advance
12-2382,Open,CA,Platinum,143,40.68,183.68,Does Not Advance
12-2383,Civil Air Patrol,OH,Gold,125,42.82,167.82,Advances to Semifinals
12-2386,Open,PA,Gold,131,16.5,147.5,Does Not Advance
12-2387,Open,PA,Silver,31,0,31,Does Not Advance
12-2388,Open,PA,Silver,37,9.75,46.75,Does Not Advance
12-2389,Open,PA,Silver,22,0,22,Does Not Advance
12-2390,Civil Air Patrol,NY,Platinum,38,59.75,97.75,Does Not Advance
12-2391,Open,CA,Silver,59,0,59,Does Not Advance
12-2392,Open,CA,Platinum,136,82.97,218.97,Does Not Advance
12-2394,Open,CA,Platinum,122,45.53,167.53,Does Not Advance
12-2411,Navy JROTC,CA,Silver,51,14.25,65.25,Advances to Semifinals
12-2412,Navy JROTC,CA,Silver,27,15,42,Does Not Advance
12-2418,Open,CA,Platinum,156,91.36,247.36,Advances to Semifinals
12-2422,Open,MO,Gold,76,0,76,Does Not Advance
12-2425,Civil Air Patrol,CO,Gold,138,15,153,Advances to Semifinals
12-2427,Open,AL,Gold,95,17,112,Does Not Advance
12-2428,Open,AL,Platinum,114,26.36,140.36,Does Not Advance
12-2429,Open,AL,Gold,128,44.55,172.55,Does Not Advance
12-2430,Open,AL,Platinum,137,46.38,183.38,Does Not Advance
12-2431,Open,AL,Gold,146,32.67,178.67,Does Not Advance
12-2432,Open,AL,Gold,78,12,90,Does Not Advance
12-2437,Army JROTC,AL,Platinum,82,47,129,Does Not Advance
12-2438,Army JROTC,AL,Platinum,91,38.14,129.14,Does Not Advance
12-2439,Army JROTC,AL,Platinum,119,52.89,171.89,Does Not Advance
12-2440,Army JROTC,AL,Gold,48,7.5,55.5,Does Not Advance
12-2441,Army JROTC,AL,Gold,67,17,84,Does Not Advance
12-2447,Open,CA,Platinum,179,61.13,240.13,Does Not Advance
12-2448,Open,CA,Platinum,198,88.36,286.36,Advances to Semifinals
12-2449,Open,CA,Platinum,218,73.53,291.53,Advances to Semifinals
12-2450,Open,CA,Platinum,251,88,339,Advances to Semifinals
12-2451,Open,CA,Platinum,194,52.72,246.72,Does Not Advance
12-2452,Open,CA,Platinum,204,73.21,277.21,Advances to Semifinals
12-2453,Open,CA,Platinum,208,64.8,272.8,Advances to Semifinals
12-2454,Open,CA,Platinum,210,63.46,273.46,Advances to Semifinals
12-2455,Open,CA,Gold,145,82.97,227.97,Advances to Semifinals
12-2456,Open,CA,Platinum,149,73.53,222.53,Does Not Advance
12-2457,Open,CA,Platinum,211,66.21,277.21,Advances to Semifinals
12-2458,Open,CA,Platinum,225,85.97,310.97,Advances to Semifinals
12-2459,Open,CA,Platinum,157,41.64,198.64,Does Not Advance
12-2460,Open,CA,Platinum,129,94.05,223.05,Does Not Advance
12-2461,Open,CA,Platinum,248,55.64,303.64,Advances to Semifinals
12-2463,Navy JROTC,CA,Platinum,228,83.28,311.28,Advances to Semifinals
12-2464,Navy JROTC,CA,Platinum,220,58.13,278.13,Advances to Semifinals
12-2465,Navy JROTC,CA,Platinum,98,63.46,161.46,Does Not Advance
12-2466,Navy JROTC,CA,Platinum,78,33.64,111.64,Does Not Advance
12-2467,Navy JROTC,CA,Platinum,186,64.86,250.86,Advances to Semifinals
12-2468,Navy JROTC,CA,Platinum,174,57.46,231.46,Advances to Semifinals
12-2469,Navy JROTC,CA,Gold,112,70.18,182.18,Advances to Semifinals
12-2470,Navy JROTC,CA,Platinum,234,94.05,328.05,Advances to Semifinals
12-2471,Navy JROTC,CA,Platinum,110,10.5,120.5,Does Not Advance
12-2472,Navy JROTC,CA,Platinum,121,59.28,180.28,Does Not Advance
12-2473,Navy JROTC,CA,Platinum,238,89.71,327.71,Advances to Semifinals
12-2474,Navy JROTC,CA,Platinum,261,86.34,347.34,Advances to Semifinals
12-2475,Navy JROTC,CA,Platinum,173,53.42,226.42,Advances to Semifinals
12-2476,Navy JROTC,CA,Platinum,135,59.05,194.05,Does Not Advance
12-2477,Navy JROTC,CA,Platinum,175,24,199,Advances to Semifinals
12-2490,Open,CA,Gold,155,47.14,202.14,Advances to Semifinals
12-2491,Open,CA,Platinum,229,89.71,318.71,Advances to Semifinals
12-2492,Open,CA,Platinum,233,63.51,296.51,Advances to Semifinals
12-2493,Open,CA,Platinum,187,70.03,257.03,Advances to Semifinals
12-2494,Open,CA,Platinum,134,24,158,Does Not Advance
12-2495,Open,CA,Gold,107,26.64,133.64,Does Not Advance
12-2496,Open,CA,Platinum,125,66,191,Does Not Advance
12-2497,Open,CA,Platinum,288,86.68,374.68,Advances to Semifinals
12-2498,Open,CA,Platinum,144,63.17,207.17,Does Not Advance
12-2499,Open,CA,Platinum,192,91.36,283.36,Advances to Semifinals
12-2500,Open,HI,Gold,138,61.8,199.8,Advances to Semifinals
12-2501,Open,HI,Silver,104,82.7,186.7,Advances to Semifinals
12-2504,Open,VT,Platinum,158,46.38,204.38,State Wildcard
12-2505,Open,VT,Gold,139,36.17,175.17,Does Not Advance
12-2506,Open,TX,Silver,21,15.75,36.75,Does Not Advance
12-2507,Civil Air Patrol,VA,Gold,98,0,98,Does Not Advance
12-2508,Civil Air Patrol,VA,Silver,55,0,55,Does Not Advance
12-2511,Navy JROTC,VA,Platinum,84,50.78,134.78,Does Not Advance
12-2512,Civil Air Patrol,FL,Gold,116,41,157,Advances to Semifinals
12-2515,Civil Air Patrol,NC,Platinum,129,60.39,189.39,Does Not Advance
12-2516,Civil Air Patrol,NC,Platinum,104,62.11,166.11,Does Not Advance
12-2520,Open,FL,Silver,29,0,29,Does Not Advance
12-2523,Open,LA,Silver,171,41.22,212.22,Advances to Semifinals
12-2525,Civil Air Patrol,CA,Platinum,110,44.71,154.71,Does Not Advance
12-2528,Civil Air Patrol,IL,Platinum,92,50.36,142.36,Does Not Advance
12-2530,Marine Corps JROTC,NM,Silver,54,62.68,116.68,Advances to Semifinals
12-2531,Army JROTC,SC,Silver,89,15,104,Advances to Semifinals
12-2536,Open,MD,Silver,24,0,24,Does Not Advance
12-2537,Navy JROTC,MS,Gold,37,0,37,Does Not Advance
12-2538,Navy JROTC,VA,Platinum,116,61.28,177.28,Does Not Advance
12-2539,Navy JROTC,VA,Gold,68,33.64,101.64,Does Not Advance
12-2540,Open,AZ,Silver,105,0,105,Does Not Advance
12-2541,Marine Corps JROTC,DNK,Silver,43,0,43,Does Not Advance
12-2542,Navy JROTC,TX,Platinum,139,80.28,219.28,Advances to Semifinals
12-2543,Navy JROTC,TX,Platinum,65,45.39,110.39,Does Not Advance
12-2544,Navy JROTC,MD,Gold,59,47.72,106.72,Does Not Advance
12-2547,Civil Air Patrol,GA,Platinum,130,30,160,Does Not Advance
12-2552,Civil Air Patrol,NY,Gold,76,3.5,79.5,Does Not Advance
12-2553,Civil Air Patrol,FL,Platinum,150,64.39,214.39,Advances to Semifinals
12-2554,Marine Corps JROTC,KS,Gold,79,0,79,Does Not Advance
12-2556,Army JROTC,TX,Gold,10,0,10,Does Not Advance
12-2558,Open,CA,Platinum,168,56.93,224.93,Does Not Advance
12-2564,Civil Air Patrol,MN,Gold,99,0,99,Does Not Advance
12-2565,Open,KY,Gold,68,12,80,Does Not Advance
12-2566,Civil Air Patrol,VA,Silver,45,0,45,Does Not Advance
12-2569,Open,GA,Gold,83,54.55,137.55,Does Not Advance
12-2570,Open,GA,Gold,103,50.36,153.36,Does Not Advance
12-2571,Open,GA,Gold,67,60.76,127.76,Does Not Advance
12-2572,Open,GA,Gold,106,36.64,142.64,Does Not Advance
12-2574,Open,SC,Platinum,152,66.93,218.93,Does Not Advance
12-2579,Open,CA,Silver,40,40.79,80.79,Does Not Advance
12-2584,Open,OH,Gold,118,57.07,175.07,Does Not Advance
12-2585,Civil Air Patrol,NY,Platinum,148,66.46,214.46,Advances to Semifinals
12-2586,Civil Air Patrol,FL,Gold,75,15.5,90.5,Does Not Advance
12-2587,Open,TX,Gold,113,39.09,152.09,Does Not Advance
12-2589,Civil Air Patrol,ME,Silver,72,0,72,Advances to Semifinals
12-2590,Civil Air Patrol,ME,Platinum,114,0,114,Does Not Advance
12-2591,Civil Air Patrol,CO,Gold,95,0,95,Does Not Advance
12-2592,Open,NY,Platinum,137,0,137,Does Not Advance
12-2596,Open,MI,Silver,22,18,40,Does Not Advance
12-2597,Open,OK,Silver,26,0,26,Does Not Advance
12-2598,Open,OK,Silver,25,0,25,Does Not Advance
12-2599,Open,OK,Silver,0,0,0,Does Not Advance
12-2600,Open,OK,Silver,42,0,42,Does Not Advance
12-2601,Open,OK,Silver,109,0,109,Does Not Advance
12-2606,Open,OK,Silver,24,0,24,Does Not Advance
12-2607,Open,OK,Silver,100,0,100,Does Not Advance
12-2608,Open,OK,Silver,83,0,83,Does Not Advance
12-2609,Open,OK,Silver,0,0,0,Does Not Advance
12-2610,Open,OK,Gold,40,0,40,Does Not Advance
12-2611,Open,GA,Gold,45,41.64,86.64,Does Not Advance
12-2613,Navy JROTC,NC,Gold,69,13.5,82.5,Does Not Advance
12-2622,Civil Air Patrol,FL,Platinum,120,19,139,Does Not Advance
12-2624,Open,GA,Silver,72,18.75,90.75,Does Not Advance
12-2625,Open,GA,Gold,121,56.05,177.05,Does Not Advance
12-2626,Open,VA,Silver,Withheld,Withheld,0,Registration Action Required
12-2629,Civil Air Patrol,AZ,Gold,54,0,54,Does Not Advance
12-2632,Civil Air Patrol,NC,Gold,57,10,67,Does Not Advance
12-2635,Open,CA,Gold,129,0,129,Does Not Advance
12-2638,Open,MO,Gold,77,13.5,90.5,Does Not Advance
12-2642,Open,NY,Gold,122,19.5,141.5,Does Not Advance
12-2643,Open,NY,Silver,56,0,56,Does Not Advance
12-2644,Open,NY,Silver,68,0,68,Does Not Advance
12-2645,Open,NY,Gold,73,10.5,83.5,Does Not Advance
12-2646,Open,OK,Silver,25,18,43,Does Not Advance
12-2649,Open,OK,Silver,45,21,66,Does Not Advance
12-2654,Open,CA,Gold,117,42.14,159.14,Does Not Advance
12-2661,Civil Air Patrol,CO,Gold,40,21.64,61.64,Does Not Advance
12-2662,Open,CA,Gold,104,20,124,Does Not Advance
12-2663,Open,AL,Silver,46,0,46,Does Not Advance
12-2664,Open,AL,Silver,22,0,22,Does Not Advance
12-2665,Open,AL,Silver,27,0,27,Does Not Advance
12-2667,Open,ID,Silver,78,0,78,State Wildcard
12-2668,Navy JROTC,NV,Platinum,111,29.67,140.67,Does Not Advance
12-2669,Navy JROTC,NV,Gold,32,45.01,77.01,Does Not Advance
12-2670,Navy JROTC,NV,Gold,87,67.03,154.03,Advances to Semifinals
12-2671,Navy JROTC,NV,Gold,46,45.26,91.26,Does Not Advance
12-2673,Open,AUS,Platinum,138,75.25,213.25,At-Large Wildcard
12-2674,Civil Air Patrol,PA,Silver,2,0,2,Does Not Advance
12-2675,Open,VA,Gold,146,45.64,191.64,Advances to Semifinals
12-2676,Open,VA,Platinum,169,38,207,Does Not Advance
12-2677,Open,VA,Platinum,158,63.76,221.76,Does Not Advance
12-2678,Open,VA,Platinum,147,35,182,Does Not Advance
12-2679,Open,VA,Gold,204,43.14,247.14,Advances to Semifinals
12-2680,Navy JROTC,NC,Silver,1,6,7,Does Not Advance
12-2682,Open,IL,Gold,123,51.64,174.64,Does Not Advance
12-2684,Open,TN,Silver,121,0,121,Advances to Semifinals
12-2698,Army JROTC,HI,Gold,136,36.64,172.64,Advances to Semifinals
12-2699,Army JROTC,HI,Platinum,119,16.5,135.5,Does Not Advance
12-2700,Army JROTC,HI,Platinum,119,15,134,Does Not Advance
12-2701,Civil Air Patrol,OK,Platinum,96,61.5,157.5,Does Not Advance
12-2703,Civil Air Patrol,IN,Platinum,164,17.5,181.5,Does Not Advance
12-2708,Open,CO,Silver,38,60.8,98.8,Does Not Advance
12-2711,Civil Air Patrol,SD,Gold,34,46.05,80.05,Does Not Advance
12-2712,Air Force JROTC,TX,Gold,97,44.53,141.53,Advances to Semifinals
12-2713,Open,TX,Platinum,198,54.09,252.09,Does Not Advance
12-2714,Open,TX,Platinum,119,49.75,168.75,Does Not Advance
12-2715,Open,TX,Platinum,177,64.13,241.13,Does Not Advance
12-2717,Civil Air Patrol,OH,Platinum,113,45.64,158.64,Does Not Advance
12-2728,Open,MD,Gold,91,44.36,135.36,Does Not Advance
12-2729,Open,MD,Platinum,111,57.59,168.59,Does Not Advance
12-2730,Open,MD,Gold,111,30.8,141.8,Does Not Advance
12-2733,Navy JROTC,AL,Platinum,138,52.38,190.38,Does Not Advance
12-2734,Navy JROTC,AL,Platinum,96,15,111,Does Not Advance
12-2737,Air Force JROTC,OH,Platinum,79,12,91,Does Not Advance
12-2738,Civil Air Patrol,GA,Gold,126,0,126,Advances to Semifinals
12-2740,Civil Air Patrol,TX,Platinum,134,51.76,185.76,Does Not Advance
12-2743,Open,TX,Platinum,155,50.68,205.68,Does Not Advance
12-2748,Marine Corps JROTC,NM,Gold,29,68.53,97.53,Does Not Advance
12-2749,Navy JROTC,LA,Platinum,216,60.39,276.39,Advances to Semifinals
12-2750,Open,LA,Platinum,119,42.34,161.34,State Wildcard
12-2756,Civil Air Patrol,MN,Platinum,136,30,166,Does Not Advance
12-2761,Civil Air Patrol,MO,Gold,148,17.5,165.5,Advances to Semifinals
12-2763,Open,CA,Platinum,172,82.3,254.3,Does Not Advance
12-2765,Open,GA,Platinum,202,84.68,286.68,Advances to Semifinals
12-2771,Open,VA,Gold,55,12,67,Does Not Advance
12-2772,Open,VA,Silver,71,37.73,108.73,Does Not Advance
12-2773,Open,VA,Gold,92,48.38,140.38,Does Not Advance
12-2775,Open,TX,Silver,106,71.1,177.1,Advances to Semifinals
12-2776,Open,TX,Silver,88,35.54,123.54,Advances to Semifinals
12-2777,Civil Air Patrol,WY,Silver,63,7.5,70.5,Advances to Semifinals
12-2779,Air Force JROTC,IL,Platinum,126,52.78,178.78,Does Not Advance
12-2785,Open,FL,Silver,48,0,48,Does Not Advance
12-2786,Air Force JROTC,TX,Platinum,159,43.39,202.39,Advances to Semifinals
12-2787,Air Force JROTC,TX,Gold,84,55.14,139.14,Advances to Semifinals
12-2788,Air Force JROTC,NE,Platinum,98,38.71,136.71,Does Not Advance
12-2789,Air Force JROTC,NE,Platinum,80,13,93,Does Not Advance
12-2792,Open,NM,Gold,124,44.82,168.82,Does Not Advance
12-2794,Open,NM,Gold,144,38,182,Does Not Advance
12-2795,Open,NM,Platinum,133,49.59,182.59,Does Not Advance
12-2799,Open,AL,Gold,184,38.68,222.68,Advances to Semifinals
12-2801,Open,AL,Gold,177,40.18,217.18,Advances to Semifinals
12-2802,Navy JROTC,CA,Platinum,Withheld,Withheld,0,Registration Action Required
12-2803,Navy JROTC,CA,Gold,Withheld,Withheld,0,Registration Action Required
12-2812,Open,AL,Silver,11,0,11,Does Not Advance
12-2813,Open,AL,Silver,0,0,0,Does Not Advance
12-2817,Open,VA,Gold,135,42.64,177.64,Does Not Advance
12-2818,Open,AZ,Gold,153,47.26,200.26,Advances to Semifinals
12-2823,Open,HI,Platinum,167,48.03,215.03,Does Not Advance
12-2825,Civil Air Patrol,OK,Gold,81,42.53,123.53,Advances to Semifinals
12-2827,Open,CA,Gold,76,13,89,Does Not Advance
12-2828,Civil Air Patrol,TX,Gold,109,42.64,151.64,Advances to Semifinals
12-2830,Civil Air Patrol,TX,Gold,36,0,36,Does Not Advance
12-2835,Army JROTC,AR,Silver,42,0,42,Does Not Advance
12-2836,Open,AR,Gold,98,44.88,142.88,Does Not Advance
12-2837,Open,AR,Gold,98,41.14,139.14,Does Not Advance
12-2838,Open,AR,Silver,78,78.02,156.02,Advances to Semifinals
12-2839,Open,AR,Silver,42,46.12,88.12,Does Not Advance
12-2840,Open,AR,Silver,68,39.9,107.9,Does Not Advance
12-2843,Open,MD,Gold,150,46.32,196.32,Advances to Semifinals
12-2845,Open,MD,Gold,151,54.71,205.71,Advances to Semifinals
12-2846,Open,NC,Silver,77,63.77,140.77,Advances to Semifinals
12-2847,Open,MA,Gold,143,42.18,185.18,Advances to Semifinals
12-2849,Air Force JROTC,MD,Gold,Withheld,Withheld,0,Registration Action Required
12-2851,Open,TN,Silver,22,18,40,Does Not Advance
12-2856,Open,CA,Gold,92,19.5,111.5,Does Not Advance
12-2857,Open,CA,Silver,73,10.5,83.5,Does Not Advance
12-2860,Army JROTC,HI,Gold,113,18,131,Advances to Semifinals
12-2868,Open,TX,Silver,107,40.22,147.22,Advances to Semifinals
12-2877,Civil Air Patrol,IL,Gold,53,78.26,131.26,Advances to Semifinals
12-2878,Open,GA,Gold,149,0,149,Does Not Advance
12-2880,Air Force JROTC,WY,Platinum,80,44.57,124.57,Does Not Advance
12-2881,Air Force JROTC,WY,Gold,46,41.34,87.34,Does Not Advance
12-2882,Open,OK,Gold,125,59.42,184.42,Advances to Semifinals
12-2884,Open,OK,Platinum,105,62.21,167.21,Does Not Advance
12-2886,Open,GA,Silver,126,26.25,152.25,Advances to Semifinals
12-2888,Open,NM,Silver,56,15.75,71.75,State Wildcard
12-2892,Open,NM,Platinum,111,45.34,156.34,Does Not Advance
12-2894,Navy JROTC,GA,Silver,46,81.01,127.01,Advances to Semifinals
12-2895,Civil Air Patrol,UT,Gold,77,0,77,Does Not Advance
12-2897,Open,VA,Platinum,226,62.78,288.78,Advances to Semifinals
12-2898,Open,VA,Platinum,222,80.13,302.13,Advances to Semifinals
12-2899,Open,VA,Platinum,163,65.97,228.97,Does Not Advance
12-2900,Open,VA,Gold,129,39.75,168.75,Does Not Advance
12-2901,Open,VA,Platinum,165,55.13,220.13,Does Not Advance
12-2905,Open,TX,Platinum,Withheld,Withheld,0,Registration Action Required
12-2906,Open,VA,Platinum,153,42.38,195.38,Does Not Advance
12-2907,Open,VA,Platinum,168,54.82,222.82,Does Not Advance
12-2908,Open,VA,Gold,128,63.51,191.51,Advances to Semifinals
12-2909,Open,VA,Gold,134,57.82,191.82,Advances to Semifinals
12-2910,Open,VA,Gold,91,60.67,151.67,Does Not Advance
12-2914,Civil Air Patrol,MD,Platinum,124,59.72,183.72,Does Not Advance
12-2917,Open,OH,Silver,57,0,57,Does Not Advance
12-2918,Army JROTC,GA,Gold,90,8,98,Does Not Advance
12-2928,Army JROTC,HI,Platinum,165,46.42,211.42,Advances to Semifinals
12-2930,Open,CA,Gold,144,60.46,204.46,Advances to Semifinals
12-2931,Open,AZ,Gold,63,39.55,102.55,Does Not Advance
12-2933,Civil Air Patrol,NC,Platinum,192,42.64,234.64,Advances to Semifinals
12-2934,Civil Air Patrol,NC,Gold,73,31.64,104.64,Does Not Advance
